Stream, Time Stamp, Data
R,pause,OFF
E4_Bvp,1652302819.18468,11.40167
E4_Bvp,1652302819.20031,12.24261
E4_Bvp,1652302819.21594,12.76989
E4_Bvp,1652302819.23156,13.28908
E4_Bvp,1652302819.24719,13.95437
E4_Bvp,1652302819.26281,14.67477
E4_Bvp,1652302819.27844,15.16018
E4_Bvp,1652302819.29407,15.09853
E4_Bvp,1652302819.30969,14.31765
E4_Bvp,1652302819.32532,12.88956
E4_Bvp,1652302819.34094,11.08986
E4_Gsr,1652302818.028,0.4249289
E4_Gsr,1652302818.278,0.4211031
E4_Gsr,1652302818.528,0.4236536
E4_Gsr,1652302818.778,0.4249289
E4_Gsr,1652302819.028,0.4249289
E4_Gsr,1652302819.278,0.4211031
E4_Bvp,1652302819.35657,9.280098
E4_Bvp,1652302819.37219,7.754265
E4_Bvp,1652302819.38782,6.63184
E4_Bvp,1652302819.40345,5.87624
E4_Bvp,1652302819.41907,5.359291
E4_Bvp,1652302819.4347,4.968845
E4_Bvp,1652302819.45032,4.659504
E4_Bvp,1652302819.46595,4.441147
E4_Bvp,1652302819.48157,4.322498
E4_Bvp,1652302819.4972,4.250988
E4_Bvp,1652302819.51283,4.126308
E4_Bvp,1652302819.52845,3.827057
E4_Bvp,1652302819.54408,3.285603
E4_Bvp,1652302819.5597,2.495461
E4_Bvp,1652302819.57533,1.495316
E4_Bvp,1652302819.59095,0.328598
E4_Bvp,1652302819.60658,-1.012379
E4_Bvp,1652302819.62221,-2.520622
E4_Bvp,1652302819.63783,-4.180626
E4_Bvp,1652302819.65346,-5.916191
E4_Bvp,1652302819.66908,-7.603947
E4_Bvp,1652302819.68471,-9.12812
E4_Bvp,1652302819.70033,-10.4299
E4_Bvp,1652302819.71596,-11.53585
E4_Bvp,1652302819.73159,-12.54316
E4_Bvp,1652302819.74721,-13.53946
E4_Bvp,1652302819.76284,-14.60225
E4_Bvp,1652302819.77846,-15.7696
E4_Bvp,1652302819.79409,-17.03606
E4_Bvp,1652302819.80971,-18.33997
E4_Bvp,1652302819.82534,-19.52433
E4_Bvp,1652302819.84097,-20.34349
E4_Bvp,1652302819.85659,-20.47199
